X,Y,item,pagerank,chosen
-35.624718,-28.470009,dominance-based rough set approach,4.817077215433638e-05,0.0
8.865319,-24.895906,common sense,0.001102107231906665,0.0
-81.56821,-31.421598,chain reaction,4.817077215433638e-05,0.0
36.83359,-53.8479,customer engagement,4.817077215433638e-05,0.0
83.66329,6.7687283,eye movement in music reading,4.817077215433638e-05,0.0
-32.807766,74.385345,lib sh,4.817077215433638e-05,0.0
-11.820527,1.7327403,feedback,0.0001878958465659703,0.0
33.390564,-25.904396,conceptual blending,0.0004012324885870045,0.0
15.345763,-38.793316,fasttext,0.0008699555435725649,0.0
2.3085575,-62.099037,vocabulary-based transformation,9.014111259610443e-05,0.0
6.067401,-23.672329,wicked problem,5.515331524661991e-05,0.0
7.7721543,49.304626,virtual prototyping,0.000441162458436357,0.0
62.41633,7.8532777,visual cliff,0.0001594954803299453,0.0
-54.2181,4.5102153,stochastic cellular automaton,4.317127981651609e-05,0.0
-10.447709,23.785416,kernel method,0.00024290934257494362,0.0
-42.125084,29.758198,discrete exterior calculus,4.452914024708782e-05,0.0
54.4934,-33.619213,positron emission tomography,0.00028085232716545955,0.0
-45.023087,9.595487,bellman equation,0.0004659580318489642,0.0
25.25802,69.94141,actionshot,0.00015737780682942163,0.0
34.739258,14.018628,event camera,0.00017750275394231503,0.0
40.395893,17.613424,induced movement,8.363572489494724e-05,0.0
-10.395302,23.994995,representer theorem,0.00011868774748998608,0.0
18.967361,-45.941513,distributional–relational database,0.00033678214688624334,0.0
-11.433377,5.463844,transient state,0.0003225184269592102,0.0
-2.4931977,-12.581973,belief decision matrix,7.709402350224276e-05,0.0
21.114235,44.6063,laser dynamic range imager,0.00016735648287577502,0.0
-35.30937,-44.932484,predicate functor logic,0.0002494628694165792,0.0
47.56104,15.715868,lilac chaser,0.0001342899124496777,0.0
81.9325,25.852459,visual snow,0.0003868968804802836,0.0
11.588023,50.835728,model-based definition,0.00017728785584130252,0.0
40.61791,16.785,barber's pole,4.275501307814945e-05,0.0
36.253128,-12.68428,computational theory of mind,7.086755421500285e-05,0.0
-46.28253,-52.712135,disjunctive syllogism,9.237072978867042e-05,0.0
-13.635854,23.401287,kernel regression,4.385497747412656e-05,0.0
-6.9691687,39.616207,toeplitz matrix,4.5840043500775005e-05,0.0
81.77897,9.911586,dissociated vertical deviation,4.5840043500775005e-05,0.0
-68.47764,40.10071,google brain,4.5840043500775005e-05,0.0
-47.254055,-69.48684,toroidal graph,0.00041241977994802275,0.0
42.531,13.778432,two streams hypothesis,9.518389725557878e-05,0.0
48.431732,32.023926,camera trap,0.0001505074016988893,0.0
-36.59858,-48.774147,prior analytics,0.0002685220654102589,0.0
-21.0912,-56.893764,knowledge graph,0.00015600296178216297,0.0
-52.95465,9.720032,jump diffusion,4.3523137489809193e-05,0.0
5.8603096,-94.492966,community of practice,0.0004947529170580853,0.0
62.46595,-24.103043,situation awareness,0.0007610085318614017,0.0
34.135345,13.055255,neuromorphic engineering,4.269696013756712e-05,0.0
-13.746538,-63.12531,comparison of programming languages,0.00041667975471807746,0.0
-30.170004,-50.810795,relational database,0.001319656643724539,0.0
-27.995422,54.17437,diode modelling,0.00012240937883726226,0.0
-13.481924,42.18822,finite impulse response,9.010775387090866e-05,0.0
-33.039913,75.2951,directcompute,0.0005589857552087834,0.0
56.724045,-54.316666,facilitator,5.41478907122231e-05,0.0
3.9066355,-90.983086,language mooc,5.41478907122231e-05,0.0
40.737705,-9.377786,holonomic brain theory,0.0008745985699472705,0.0
-56.31745,-36.61258,espresso heuristic logic minimizer,5.41478907122231e-05,0.0
-56.685318,-46.598663,relation algebra,9.150983730901697e-05,0.0
17.295208,-21.032228,metacognition,5.41478907122231e-05,0.0
-70.63368,44.381676,microsoft binary format,5.41478907122231e-05,0.0
0.7286705,58.50073,least-squares spectral analysis,5.41478907122231e-05,0.0
-22.411913,-42.70602,drinker paradox,5.41478907122231e-05,0.0
-16.5533,44.477932,multivariate interpolation,5.41478907122231e-05,0.0
-86.4535,-2.5066543,ieee 802.11n-2009,0.00041235196435266265,0.0
80.57195,26.461073,photophobia,8.037289360546126e-05,0.0
5.6710334,99.73331,photoactivated localization microscopy,0.00013254852648499817,0.0
12.925689,-24.806631,inductive reasoning,5.593455401882165e-05,0.0
-56.940487,25.320904,convolution theorem,4.3567472307943743e-05,0.0
50.797615,-2.7084625,sense,5.068384791957649e-05,0.0
84.06588,18.319677,binocular vision,5.068384791957649e-05,0.0
-86.5035,-2.5445051,dvb-t2,5.068384791957649e-05,0.0
-25.57636,14.211551,engineering optimization,0.00014650186574047223,0.0
-64.82126,-50.353497,emil leon post,5.068384791957649e-05,0.0
20.967314,45.7702,light stage,0.0006259553065587572,0.0
49.591064,29.147308,animal echolocation,5.068384791957649e-05,0.0
69.72414,27.38213,city university test,7.991977932213133e-05,0.0
46.96741,-1.0722612,neural engineering,5.068384791957649e-05,0.0
-67.18399,4.1360993,markov logic network,5.068384791957649e-05,0.0
36.62963,19.162922,flicker fusion threshold,5.068384791957649e-05,0.0
34.528397,-45.97762,citizen science,5.068384791957649e-05,0.0
37.794018,31.96523,personal wiki,7.991977932213133e-05,0.0
13.999009,20.652441,multimedia information retrieval,5.068384791957649e-05,0.0
-13.235864,-90.50661,truecasing,5.068384791957649e-05,0.0
7.3694105,-23.111084,pdca,5.068384791957649e-05,0.0
26.916183,3.3243833,artificial life,5.068384791957649e-05,0.0
-36.178017,12.54719,radiative transfer equation and diffusion theory for photon transport in biological tissue,8.483758232747431e-05,0.0
-64.706535,43.70061,kahan summation algorithm,5.068384791957649e-05,0.0
80.31048,9.100465,accommodation (eye),5.068384791957649e-05,0.0
4.0897374,-60.623993,web ontology language,5.068384791957649e-05,0.0
-12.358769,22.114153,mean-shift,5.068384791957649e-05,0.0
-76.98211,48.907368,moore's law,7.991977932213133e-05,0.0
-70.16847,40.747795,rgbe image format,0.00013812396878707604,0.0
69.89884,26.070963,achromatopsia,5.068384791957649e-05,0.0
67.8146,18.615747,agnosia,0.00030771038034757965,0.0
-67.34079,2.6504273,graphical model,5.068384791957649e-05,0.0
1.2504536,12.811407,template matching,5.068384791957649e-05,0.0
5.3569283,-90.82755,smigin,5.068384791957649e-05,0.0
-37.189537,-57.852085,perspectivism,5.068384791957649e-05,0.0
50.633644,-53.436924,groupthink,0.0001001539252519922,0.0
39.057907,8.359913,head direction cells,4.4795509822406826e-05,0.0
-41.060028,14.938464,generalized filtering,0.00045721832724787014,0.0
-23.271608,-52.39158,multi-agent system,9.971585669817806e-05,0.0
49.530582,-54.156185,collective behavior,4.4795509822406826e-05,0.0
12.243553,84.955925,greenwood frequency,9.931741674514726e-05,0.0
-15.6468525,-10.64702,community structure,4.4795509822406826e-05,0.0
-11.469066,-22.217623,actuarial notation,0.00017034376970334424,0.0
78.22454,25.550999,astigmatism (eye),4.4795509822406826e-05,0.0
-44.26798,-52.922077,paul of venice,6.905308796034604e-05,0.0
7.664147,83.94101,active optics,0.00025769083547859167,0.0
48.187202,49.89615,helmet camera,6.505205219997409e-05,0.0
-52.666092,-16.627203,finite topological space,6.505205219997409e-05,0.0
-47.001736,-67.83126,combinatorial topology,0.0002110997369255026,0.0
50.716167,65.713066,imaging spectrometer,4.2397081758496336e-05,0.0
64.930115,33.04651,shadow and highlight enhancement,4.2397081758496336e-05,0.0
78.018814,8.777958,adaptive system,7.244371136175254e-05,0.0
-50.9718,-6.225011,game theory,4.2397081758496336e-05,0.0
44.913586,-62.65524,content management system,6.875291546289807e-05,0.0
83.3567,18.081636,diplopia,4.2397081758496336e-05,0.0
43.455,0.26223212,bioelectronics,0.00033968696800052713,0.0
35.4992,-47.37926,social software,0.00045808955519903725,0.0
-2.790436,-12.85826,decision-matrix method,0.00043459615387132625,0.0
12.714043,29.991201,industry 4.0,0.00034713578506861725,0.0
21.036173,45.575653,reflectance capture,0.0011333720467763598,0.0
-4.2934566,-0.8788364,geospatial intelligence,0.0005400491834503247,0.0
-28.171034,54.1151,bipolar junction transistor,4.2397081758496336e-05,0.0
-11.756783,-8.636596,sequence clustering,4.2397081758496336e-05,0.0
11.621376,17.127779,speaker recognition,6.174574160687373e-05,0.0
-72.10318,43.438114,q (number format),6.174574160687373e-05,0.0
35.45642,-53.325695,filter bubble,6.174574160687373e-05,0.0
39.127068,8.443098,grid cell,0.00021902498679120326,0.0
-37.653324,-48.956947,extension by definitions,6.174574160687373e-05,0.0
-7.943958,-63.39715,inform 7,6.174574160687373e-05,0.0
-58.020775,10.892506,continuous-time markov process,6.174574160687373e-05,0.0
-72.05179,43.47164,floating-point arithmetic,0.0004970390855197403,0.0
95.27028,21.636536,nictitating membrane,6.174574160687373e-05,0.0
49.367474,66.78487,normalized difference water index,9.057275700553814e-05,0.0
10.351932,19.55195,ai effect,6.174574160687373e-05,0.0
-44.131176,62.087772,zero instruction set computer,7.309616720081091e-05,0.0
35.342865,41.083492,ubiquitous computing,4.603494152269062e-05,0.0
-4.6231174,-33.47673,bayesian inference,4.603494152269062e-05,0.0
-23.760977,-55.41875,logico-linguistic modeling,4.603494152269062e-05,0.0
17.149221,-27.166351,internal realism,0.00036928004044040833,0.0
-49.343777,36.4194,discrete element method,4.31369272155838e-05,0.0
17.572918,-50.965546,text corpus,0.0009428232816911693,0.0
-49.03504,37.91952,multiphysics,5.264109432354413e-05,0.0
45.891582,-21.728266,animal cognition,5.264109432354413e-05,0.0
-16.189135,41.665443,low-pass filter,5.264109432354413e-05,0.0
-35.778915,-47.18704,prenex normal form,5.264109432354413e-05,0.0
60.911133,24.251348,attention,5.264109432354413e-05,0.0
-28.769379,74.3539,rocm,5.264109432354413e-05,0.0
-13.931583,23.679634,local regression,5.264109432354413e-05,0.0
-68.52329,6.371001,boltzmann machine,0.0007255523781745669,0.0
-58.302013,-45.999527,boolean differential calculus,0.00019974220317877346,0.0
40.570034,18.234337,motion aftereffect,0.00019038206432568698,0.0
101.40994,14.821249,linguistic relativity and the color naming debate,0.00019096809255162228,0.0
3.8019042,34.002884,cviptools,0.00010846199300359548,0.0
84.57275,20.34145,stereopsis,0.0001859324265901673,0.0
87.43918,24.998066,american optometric association,0.0001628391223391977,0.0
14.862536,61.433086,software rendering,6.846820132193172e-05,0.0
1.8217665,29.096645,marr-hildreth algorithm,0.00013084276196836925,0.0
-4.0032473,-5.165796,learning cycle,6.846820132193172e-05,0.0
-17.009495,81.62558,tensor core,0.00022894219935693652,0.0
42.290222,26.794044,signal (electrical engineering),9.328136550760333e-05,0.0
24.37804,52.293755,3d reconstruction,6.846820132193172e-05,0.0
-58.10626,-5.112288,stochastic control,0.00015372352630909825,0.0
40.712017,-58.666855,factor analysis,0.00010976752768789514,0.0
-58.64259,44.281513,advanced simulation library,0.0006967222628394194,0.0
-39.35614,-28.69098,vector logic,0.0002981662230564496,0.0
-4.8229012,20.172525,echo state network,6.846820132193172e-05,0.0
7.561319,-45.656307,ontology learning,0.00020299448020697226,0.0
-67.722855,-15.477236,c++,0.00015372352630909825,0.0
-43.021694,33.63293,upwind differencing scheme for convection,0.0002481954770692443,0.0
44.001835,3.6890543,action potential,6.846820132193172e-05,0.0
-19.937273,44.53391,band-stop filter,9.902209484546726e-05,0.0
59.165005,7.1214,experimental psychology,0.00015726836042771042,0.0
-36.18292,75.18516,partitioned global address space,0.00011601218303860137,0.0
18.115837,5.2089005,efficiently updatable neural network,0.00032783446104125497,0.0
-16.647638,50.39011,transient response,4.829553453206482e-05,0.0
-28.210974,34.792862,information processing,4.829553453206482e-05,0.0
46.6556,-53.735027,crowd manipulation,9.887953106765788e-05,0.0
-32.02574,-8.083606,alternating decision tree,0.00032180701241482347,0.0
48.723167,-27.837402,moral emotions,0.000315253579856181,0.0
8.922721,-26.95094,inquiry,0.0005421251846789417,0.0
-58.398273,11.298444,kolmogorov equations (markov jump process),0.00015049763993021218,0.0
52.28471,66.24428,full spectral imaging,4.074102249212136e-05,0.0
42.581394,-14.390662,ideasthesia,0.0007004288387264311,0.0
-11.210373,-61.60002,fourth-generation programming language,6.345987744993712e-05,0.0
7.9269304,60.52327,digital art,0.0004915438117914449,0.0
-24.328932,-5.9589715,statistical model validation,0.00021001042457312994,0.0
46.888496,-51.731434,collective unconscious,0.0001748705994955502,0.0
18.757483,19.889973,sound recognition,0.0001920350891118178,0.0
-28.94084,-18.03174,educational technology,0.00035046923927081243,0.0
43.22336,29.277414,audio signal processing,8.790533916447361e-05,0.0
21.410112,-25.987095,critical realism (philosophy of perception),0.00027133173326113837,0.0
18.89094,-46.084057,brown clustering,0.0004230214253943255,0.0
-52.792915,9.80653,dynamical system,5.361889371559522e-05,0.0
-45.742832,33.490036,time scale calculus,8.244590911425964e-05,0.0
8.920984,-48.91433,compound-term processing,5.361889371559522e-05,0.0
-3.2900548,-19.168215,cause–effect graph,5.361889371559522e-05,0.0
23.78177,51.47853,stereophotogrammetry,5.361889371559522e-05,0.0
-67.63688,-16.31613,brier score,5.361889371559522e-05,0.0
19.580496,46.845074,3d modeling,5.361889371559522e-05,0.0
-44.887337,40.587444,finite-difference frequency-domain,5.361889371559522e-05,0.0
13.623775,15.841499,speech interface guideline,4.6350379884645715e-05,0.0
-59.636257,-9.805958,clinical trial,4.6350379884645715e-05,0.0
-56.941696,4.0388594,gauss–markov process,5.494848382677074e-05,0.0
-35.36858,-45.75378,herbrandization,0.00022180644606648118,0.0
-94.72345,-4.624964,dvb-t,4.7331965795409045e-05,0.0
39.247486,17.095564,jerkiness,4.7331965795409045e-05,0.0
-47.46827,14.327639,robust control,4.7331965795409045e-05,0.0
-55.95892,4.2928867,markov chain mixing time,4.7331965795409045e-05,0.0
-36.16676,10.87029,genetic algorithms,4.7331965795409045e-05,0.0
58.000824,12.935742,gravity hill,4.476780112672779e-05,0.0
50.292206,-18.640903,externalism,0.00011392125994890559,0.0
1.325145,63.878304,cross-spectrum,4.476780112672779e-05,0.0
35.868374,-20.499987,phenomenology (philosophy),0.0001288569626025163,0.0
42.655624,-21.147408,sentience,6.024710717412664e-05,0.0
-14.026311,73.01101,texture mapping unit,6.024710717412664e-05,0.0
85.64282,21.581932,eyeglass prescription,6.024710717412664e-05,0.0
42.679928,-25.052729,mind-body problem,0.00014862131377652393,0.0
43.45496,1.6041212,electrophysiology,6.709818068000546e-05,0.0
-24.502289,53.308815,digital electronics,4.232588812969178e-05,0.0
54.53965,-58.581936,herd behavior,4.232588812969178e-05,0.0
-43.435402,79.17176,quantum computing,6.860040312039092e-05,0.0
-48.328472,-39.221275,statistical classification,4.232588812969178e-05,0.0
-17.700144,78.35823,intel clear video,7.814975105726183e-05,0.0
-42.492702,42.997524,electromagnetic modeling,4.232588812969178e-05,0.0
21.756762,-66.78436,data preservation,4.232588812969178e-05,0.0
21.840652,44.675697,range imaging,5.3347227413551385e-05,0.0
11.973381,84.372986,nonlinear optics,5.3347227413551385e-05,0.0
2.8695061,-5.243397,robotic paradigm,5.3347227413551385e-05,0.0
-9.995561,49.214916,blind deconvolution,5.0751383098928424e-05,0.0
-18.759167,-52.562065,artificial general intelligence,5.0751383098928424e-05,0.0
-46.970318,-70.008316,three utilities problem,5.0751383098928424e-05,0.0
13.696219,9.144332,recurrent neural network,5.0751383098928424e-05,0.0
78.71518,-21.65197,smart city,5.0751383098928424e-05,0.0
-43.212055,-50.05518,peirce's law,5.0751383098928424e-05,0.0
-5.5244455,-19.023174,structural equation modeling,5.0751383098928424e-05,0.0
-52.79374,34.99301,weakened weak form,5.0751383098928424e-05,0.0
13.174829,-64.35172,information architecture,5.0751383098928424e-05,0.0
84.83278,6.268902,screen reading,5.0751383098928424e-05,0.0
61.50734,-14.310501,feeling,5.0751383098928424e-05,0.0
-18.49091,-73.55629,semiotics,5.0751383098928424e-05,0.0
-10.738498,24.362425,cover's theorem,5.0751383098928424e-05,0.0
-18.189178,-55.976223,cyc,4.3188982826961004e-05,0.0
-22.734774,47.13727,rl circuit,4.3188982826961004e-05,0.0
-47.202938,65.97381,cpu core voltage,6.771209084136151e-05,0.0
24.16603,19.998796,facial recognition system,5.0838186210647166e-05,0.0
-42.403263,-40.361683,logical constant,5.0838186210647166e-05,0.0
-41.32596,9.101358,predictive learning,5.0838186210647166e-05,0.0
-6.782735,-61.66028,transcript (programming language),0.00020254071831828023,0.0
-81.5757,-32.087463,endogeneity (econometrics),5.0838186210647166e-05,0.0
-14.221083,78.57697,distributed codec engine,5.0838186210647166e-05,0.0
52.7219,52.314747,blogtv,5.0838186210647166e-05,0.0
-2.1405897,27.18354,dini derivative,5.0838186210647166e-05,0.0
-68.57772,-21.104172,selection bias,0.00026632292237913096,0.0
1.6561272,-78.642105,proto-language,5.0838186210647166e-05,0.0
-51.279995,9.444431,hybrid automaton,5.0838186210647166e-05,0.0
51.35221,-54.03523,bandwagon effect,5.0838186210647166e-05,0.0
2.3657687,64.793594,wiener–khinchin theorem,0.00043327267176650755,0.0
13.915055,57.38254,3d data acquisition and object reconstruction,0.00014894388126944255,0.0
-56.41848,-45.838284,heyting algebra,5.0838186210647166e-05,0.0
3.8133407,69.26933,correlation function,8.343615993336322e-05,0.0
40.611603,55.729694,gps watch,5.0838186210647166e-05,0.0
-44.406693,-1.5212057,statistical inference,5.0838186210647166e-05,0.0
-14.803471,34.679737,pyramid (image processing),5.0838186210647166e-05,0.0
10.803189,84.769936,wavefront sensor,5.0838186210647166e-05,0.0
-14.746471,5.681101,radial basis function,5.0838186210647166e-05,0.0
31.50828,-20.875147,synchronicity,9.07703914390974e-05,0.0
72.29091,-8.065599,covert facial recognition,5.0838186210647166e-05,0.0
-15.310236,32.22583,atsc 3.0,5.0838186210647166e-05,0.0
-4.908589,20.009401,liquid-state machine,5.0838186210647166e-05,0.0
-54.97731,34.6558,continuum mechanics,6.0358695711317976e-05,0.0
-54.01432,5.042112,stochastic chains with memory of variable length,6.0358695711317976e-05,0.0
-1.5535284,-35.77872,the minority report,0.00010189594857504775,0.0
11.852152,87.44609,angular diameter distance,0.0001513966514705426,0.0
50.245384,-49.604748,superorganism,9.760594965720593e-05,0.0
-16.615139,-77.71166,minimal recursion semantics,4.826878618058825e-05,0.0
62.49324,19.774508,auditory processing disorder,4.826878618058825e-05,0.0
0.8695714,-9.198212,sensemaking,4.826878618058825e-05,0.0
-3.9911036,-52.239525,darpa tipster program,4.826878618058825e-05,0.0
72.80716,-5.199722,pareidolia,4.826878618058825e-05,0.0
34.767265,-9.433859,lida (cognitive architecture),4.826878618058825e-05,0.0
-46.842014,-0.40053782,principle of maximum caliber,4.826878618058825e-05,0.0
-29.731447,71.45963,deep learning processor,0.0001789149084561028,0.0
-50.342278,1.7557572,markov information source,5.10846199229433e-05,0.0
-79.98337,17.174513,agroforestry,5.10846199229433e-05,0.0
-10.917919,-43.126606,on intelligence,5.10846199229433e-05,0.0
52.96903,-19.704578,action-specific perception,5.693391829214331e-05,0.0
-42.52769,-38.47697,circular reasoning,5.693391829214331e-05,0.0
13.844122,-84.49133,theory of language,5.693391829214331e-05,0.0
-33.210995,-9.344484,logistic model tree,5.693391829214331e-05,0.0
47.665337,42.61403,commonplace book,5.693391829214331e-05,0.0
-7.929145,45.0512,extreme learning machine,5.183490245165688e-05,0.0
22.676413,-26.8658,speculative realism,5.183490245165688e-05,0.0
-4.4407763,-3.3513596,intelligence analysis,0.00011814968423961383,0.0
36.25973,30.735596,rhizome (philosophy),5.183490245165688e-05,0.0
-10.64957,25.818132,relevance vector machine,5.183490245165688e-05,0.0
-6.411318,-51.149338,apache nutch,8.420307561311492e-05,0.0
15.025059,-18.102886,self-stereotyping,5.183490245165688e-05,0.0
-71.303406,40.446243,quadruple precision,5.183490245165688e-05,0.0
81.63713,17.217644,tactile graphic,5.183490245165688e-05,0.0
-15.383922,-15.189332,nuvi,5.183490245165688e-05,0.0
38.082466,-48.771385,social commerce,5.183490245165688e-05,0.0
-26.014694,11.089176,nonlinear system identification,5.183490245165688e-05,0.0
-89.00398,-4.9209514,g.hn,5.183490245165688e-05,0.0
-18.48489,77.93226,intel quick sync video,5.969932370454917e-05,0.0
90.460915,22.107782,copiale cipher,0.0002157141007079965,0.0
-18.59195,15.903611,singular value decomposition,7.689905509931446e-05,0.0
46.14225,-60.81914,mass collaboration,4.540790961854415e-05,0.0
-10.889857,26.864199,sequential minimal optimization,4.540790961854415e-05,0.0
0.84829223,-78.36381,indo-european studies,4.540790961854415e-05,0.0
14.973408,20.694948,audio mining,0.0008996726206362104,0.0
82.37651,15.109009,stereopsis recovery,0.00011564370735784899,0.0
-44.381447,-51.951122,boolean algebra topics,0.00012870201932902147,0.0
-65.648674,-51.699497,ieee 1164,7.261628392913759e-05,0.0
25.943005,69.43935,panoramic tripod head,7.261628392913759e-05,0.0
-68.13777,-18.152842,multinomial logit,7.212924098978946e-05,0.0
-29.541443,71.09555,physical neural network,4.395308062001379e-05,0.0
-12.658118,5.0356374,minor loop feedback,4.395308062001379e-05,0.0
-46.981842,-70.014885,planarization,5.033487144519352e-05,0.0
-94.00343,-4.9362946,digital multimedia broadcasting,5.033487144519352e-05,0.0
-5.944975,38.376263,jan mikusinski,4.640973468389721e-05,0.0
46.10019,-19.685987,spindle neuron,4.640973468389721e-05,0.0
-29.863697,76.95494,havok (software),4.927266635328109e-05,0.0
-87.29199,-5.7561693,tornado code,8.076062215915282e-05,0.0
13.459411,55.117256,comparison of computer-aided design editors,4.927266635328109e-05,0.0
-37.559696,57.759995,arm architecture,4.927266635328109e-05,0.0
-87.43236,-5.8764725,erasure code,4.927266635328109e-05,0.0
-87.370575,-6.007868,binary erasure channel,5.7666361816060714e-05,0.0
12.837066,37.876823,webots,5.7666361816060714e-05,0.0
37.85359,-71.250824,document management system,5.7666361816060714e-05,0.0
-6.7490325,15.887261,linde–buzo–gray algorithm,5.7666361816060714e-05,0.0
24.23282,-68.806595,web archiving,5.7666361816060714e-05,0.0
2.1830866,56.72194,multidimensional discrete convolution,5.7666361816060714e-05,0.0
19.879457,-69.02367,enterprise content management,5.7666361816060714e-05,0.0
-58.845943,-32.847904,and-inverter graph,5.7666361816060714e-05,0.0
53.76562,-17.428284,embodied music cognition,5.7666361816060714e-05,0.0
-46.568844,-68.89449,real tree,5.7666361816060714e-05,0.0
74.79718,19.381763,satellite flare,5.7666361816060714e-05,0.0
-25.48388,11.988016,grey box model,5.7666361816060714e-05,0.0
58.433952,-7.187792,physiological psychology,5.7666361816060714e-05,0.0
-31.1741,48.71257,circuit design,4.875930417168538e-05,0.0
8.678875,-2.7602007,casuistry,5.033487144519352e-05,0.0
-56.614456,2.5237103,quantum finite automata,5.033487144519352e-05,0.0
-37.349556,64.830124,sse2,5.011780267442474e-05,0.0
39.493446,59.459717,metaverse,5.011780267442474e-05,0.0
21.150244,46.751156,motion capture,7.847173331448534e-05,0.0
-63.566494,-10.829594,statistical association football predictions,5.011780267442474e-05,0.0
-50.41028,10.39797,"behavior tree (artificial intelligence, robotics and control)",4.528598443269726e-05,0.0
23.646467,53.789467,collinearity equation,7.628830560203368e-05,0.0
36.469086,31.470242,mental literacy,5.0766213317383514e-05,0.0
21.381897,-30.557371,epistemological pluralism,5.0766213317383514e-05,0.0
8.535927,-3.0336812,i know it when i see it,5.0766213317383514e-05,0.0
-44.279995,-51.12038,equational logic,5.0766213317383514e-05,0.0
-19.429003,-53.373558,watson (computer),5.0766213317383514e-05,0.0
-20.705032,77.533516,advanced micro devices,5.0766213317383514e-05,0.0
-6.695727,39.63124,hankel matrix,5.0766213317383514e-05,0.0
-17.908417,76.81838,ati technologies,5.0766213317383514e-05,0.0
5.135745,-90.88415,tandem language learning,5.0766213317383514e-05,0.0
-32.366455,4.8727345,efficiency (statistics),5.0766213317383514e-05,0.0
56.291245,-12.837737,language processing in the brain,4.9098039872971254e-05,0.0
3.4701426,-5.506899,behavior-based robotics,4.9098039872971254e-05,0.0
16.052273,-17.06303,neuroeconomics,7.797846777040789e-05,0.0
-11.795229,-80.52824,automated paraphrasing,7.115052688044081e-05,0.0
42.00927,-44.76739,evolutionary computation,7.115052688044081e-05,0.0
48.137615,15.47981,troxler's fading,7.115052688044081e-05,0.0
35.899406,-36.749664,universal darwinism,4.989153764743936e-05,0.0
-29.092302,48.38327,electrical impedance,5.146997311248022e-05,0.0
-30.31926,-9.794735,xgboost,5.146997311248022e-05,0.0
24.475069,-33.91924,evolutionary epistemology,5.537590923027456e-05,0.0
73.27453,18.662966,philosophical theory,0.0008508101569805361,0.0
-10.051482,2.2046893,people in systems and control,0.0003896130848874888,0.0
-45.45216,-56.47147,charles sanders peirce bibliography,9.127039628686846e-05,0.0
-44.31038,-43.205948,ludwig wittgenstein,5.08179078697436e-05,0.0
-54.157185,4.140937,dynamics of markovian particles,0.00037217709032836947,0.0
0.46034878,-19.578476,creative problem solving,0.0002606318402852882,0.0
-40.84544,-48.383102,type theory,0.00046742786305210664,0.0
-39.172157,52.713093,system in package,0.0003275124796355599,0.0
49.711594,28.025589,perceptual-based 3d sound localization,0.00018826243372567703,0.0
12.380427,19.176786,windows speech recognition,5.08179078697436e-05,0.0
7.559984,43.541885,fab lab,0.0003660092095375289,0.0
8.422585,-23.881195,triz,0.000237013037105914,0.0
-36.22923,71.10096,real-time computing,0.0003405066767721955,0.0
-5.232986,-20.181404,fuzzy cognitive map,5.913105643559364e-05,0.0
78.691605,25.70623,astigmatism,5.913105643559364e-05,0.0
-56.389576,4.321003,markov odometer,5.913105643559364e-05,0.0
81.59465,17.075754,tangible symbol systems,5.913105643559364e-05,0.0
-31.545734,-7.853353,brownboost,5.913105643559364e-05,0.0
-36.52028,81.11306,multi-core processor,5.797585290310617e-05,0.0
5.886,-25.176527,troubleshooting,5.797585290310617e-05,0.0
-5.476414,58.40374,laplace transform,5.797585290310617e-05,0.0
-58.800514,25.163689,padé approximant,6.274333293643999e-05,0.0
42.95376,-49.24956,organismic computing,6.274333293643999e-05,0.0
-4.783828,39.90811,möbius inversion formula,6.274333293643999e-05,0.0
-68.1476,-18.498472,multinomial probit,6.274333293643999e-05,0.0
20.126915,-45.019962,zellig harris,6.274333293643999e-05,0.0
12.717794,37.8948,player project,6.274333293643999e-05,0.0
94.12005,21.14674,emission theory (vision),5.7730855744843074e-05,0.0
-13.846494,40.662952,butterworth filter,5.7730855744843074e-05,0.0
-83.458664,-5.214484,soft-decision decoding,5.722984354857183e-05,0.0
17.547138,20.943478,search by sound,5.722984354857183e-05,0.0
-67.53469,-17.251612,discrete choice,5.722984354857183e-05,0.0
30.189692,-13.559832,adaptive resonance theory,5.722984354857183e-05,0.0
-13.235312,2.9982433,root locus,0.00010409734036496408,0.0
3.1049583,-96.07542,web-based simulation,6.6860527962599e-05,0.0
61.826256,-2.0833921,konrad lorenz,0.0005095679917582656,0.0
-21.626663,-16.055893,business intelligence,0.00023455972586621706,0.0
-41.16512,-39.503345,bayesian probability,6.6860527962599e-05,0.0
1.416166,-78.83193,historical linguistics,6.6860527962599e-05,0.0
5.859907,-24.285473,divergent thinking,6.6860527962599e-05,0.0
57.19652,11.755984,emmert's law,6.6860527962599e-05,0.0
12.47887,49.46268,x3d,6.6860527962599e-05,0.0
-41.160465,9.35363,reinforcement learning,9.505032979272241e-05,0.0
-8.347924,45.205585,random matrix,6.6860527962599e-05,0.0
-69.042336,-49.5849,systemverilog,6.6860527962599e-05,0.0
69.153946,20.121616,associative visual agnosia,6.239044701200889e-05,0.0
-11.172829,26.315226,fisher kernel,6.239044701200889e-05,0.0
-9.287176,-63.982517,natural language programming,6.239044701200889e-05,0.0
-56.25855,-36.98589,punnett square,6.239044701200889e-05,0.0
8.2664,-3.1243412,duck test,5.7447549936780787e-05,0.0
26.52422,50.38042,autostereoscopy,5.7447549936780787e-05,0.0
24.12446,-13.109228,categorical perception,5.7447549936780787e-05,0.0
15.723933,32.730793,web of things,5.7447549936780787e-05,0.0
