X,Y,Z,item,pagerank,chosen
-8.785347,-12.345993,-21.825026,panorama portraits,6.509536715452977e-05,0.0
9.21318,-0.9638953,13.772524,celia (virtual assistant),5.173339892159983e-05,0.0
-3.3036098,-11.221498,-1.3613665,ogg,8.719907699921629e-05,0.0
-8.103889,-17.53836,10.300728,estimation theory,0.00041083188876919817,0.0
-22.746973,-7.4981136,0.6370519,finite difference,5.716897699581062e-05,1.0
10.09216,-23.213972,1.8438194,dynamic network analysis,5.668998537436259e-05,0.0
3.0402634,-16.81496,-0.34537,affinity propagation,5.668998537436259e-05,0.0
2.2434807,-3.5218565,-13.721424,speaker diarisation,5.668998537436259e-05,0.0
-10.407561,-0.19309321,-17.04648,reflection (computer graphics),5.668998537436259e-05,0.0
21.526047,11.922373,-7.6891217,social organism,5.668998537436259e-05,0.0
2.3158767,19.712723,9.734776,subjective character of experience,5.668998537436259e-05,0.0
-13.897873,2.4920323,0.22458197,robotics,5.668998537436259e-05,0.0
-23.118069,-11.813266,-8.20845,multifocal plane microscopy,5.668998537436259e-05,0.0
-5.3543067,-6.1627407,-19.309153,3d manufacturing format,5.668998537436259e-05,0.0
16.96758,-16.874897,-8.07328,customer data integration,5.668998537436259e-05,0.0
12.321339,6.9187284,13.842632,hermeneutics,5.668998537436259e-05,0.0
-14.032163,5.363296,-11.677445,graphics pipeline,5.668998537436259e-05,0.0
-20.354902,9.479377,-7.65303,concurrency (computer science),5.668998537436259e-05,0.0
0.00296819,3.5929282,15.738405,arithmetical hierarchy,8.78533415497052e-05,0.0
-8.000115,7.5652184,7.714968,noise-based logic,5.537843965845001e-05,0.0
14.168233,-19.77242,-5.3006077,digital library,5.537843965845001e-05,0.0
21.820976,-8.925768,7.182149,semantic integration,5.537843965845001e-05,0.0
-1.838008,3.5839686,20.4633,ampheck,8.998074004442265e-05,0.0
-5.811322,18.049267,3.5499995,pauli effect,5.537843965845001e-05,0.0
16.948816,-17.596163,-7.3028917,data retention,5.537843965845001e-05,0.0
4.8010826,0.46376994,25.855219,nearest neighbour algorithm,5.7291264182642346e-05,0.0
23.612942,-0.47823617,13.63906,anki (software),5.7291264182642346e-05,0.0
7.054351,15.952522,-17.435734,visual neuroscience,0.00011110927469055502,1.0
12.625569,-11.962096,-19.275454,risc-v,5.4341511947094025e-05,0.0
6.8539085,14.392624,2.245607,psychological behaviorism,5.910639399117202e-05,0.0
0.13844742,5.8782268,13.628461,intension,5.910639399117202e-05,0.0
-28.372675,-6.7596307,0.6526882,graphics core next,5.910639399117202e-05,0.0
13.648122,10.850966,-3.8336368,cultural neuroscience,5.910639399117202e-05,0.0
12.877838,13.170964,-6.0763264,biology,4.45845901641016e-05,0.0
-1.6659548,6.779074,-14.114913,echo sounding,6.480798416984756e-05,0.0
-1.5664405,15.660487,-17.41579,color management,0.0001970309493131631,0.0
12.742891,13.174731,-6.2143407,physical anthropology,6.480798416984756e-05,0.0
5.916696,-4.3364697,9.072155,hierarchical temporal memory,6.480798416984756e-05,0.0
-2.3634834,14.211792,-19.352978,white point,6.480798416984756e-05,0.0
-1.3531779,-3.2384968,-19.156542,multi-camera setup,6.480798416984756e-05,0.0
3.179031,18.801395,9.059062,dualism (philosophy of mind),0.00011239225472015005,0.0
-14.396211,-15.064468,12.977738,second law of thermodynamics,6.480798416984756e-05,0.0
12.474481,-13.023822,-16.268778,digital rights,6.480798416984756e-05,0.0
-19.655441,11.319288,-6.0095854,"multiple instruction, multiple data",0.00010027536708502741,0.0
7.665594,5.460895,13.532028,logic of information,6.480798416984756e-05,0.0
14.590678,2.225684,7.7805324,ruqaiya hasan,5.3048360237633774e-05,0.0
-8.246629,-13.649068,-1.4440922,variable kernel density estimation,5.3048360237633774e-05,0.0
17.15659,-0.122418,-18.557491,cyberware,4.7977438523535964e-05,0.0
8.089956,13.009466,-21.10763,irlen syndrome,4.7977438523535964e-05,0.0
3.4607494,21.251255,17.378088,noology,4.7977438523535964e-05,0.0
12.98983,-14.801814,10.4754305,mumps,4.9368572599677206e-05,0.0
2.5389252,0.37771183,-5.0569615,adaline,4.9368572599677206e-05,0.0
-16.903353,7.594849,-9.935607,renderscript,4.9368572599677206e-05,0.0
-9.9969015,6.6469812,-16.543083,unicity distance,4.9368572599677206e-05,0.0
4.9510665,-2.8759377,8.571882,systems management,5.5340480022333875e-05,0.0
-12.297003,16.385536,10.00637,gezel,5.5340480022333875e-05,0.0
20.709038,-12.612924,5.9426847,babelnet,7.583853227014623e-05,0.0
12.689321,0.81534994,2.420183,semantic differential,0.0003096453158845763,0.0
0.6719361,21.203304,4.404371,alterity,0.0002450034950188943,0.0
-11.806504,-11.006863,-10.745289,quantum fourier transform,7.246175872517912e-05,0.0
2.131282,15.885514,13.876833,problem of future contingents,0.0003343193924081735,0.0
16.088316,0.23546563,6.4606357,dialog systems,0.00013351036142073225,0.0
-23.656845,-1.6821198,-1.9259865,integrated circuit design,0.0002933129789089851,0.0
16.408098,-2.9845085,9.87595,language technology,0.0005556854910250217,0.0
-4.875455,6.2038903,18.116968,symmetry,0.00020731545687472115,0.0
-10.992682,-6.0015574,-17.316633,freeform surface modelling,7.246175872517912e-05,0.0
2.9782052,11.343761,6.4811687,social map,0.0003171251693316854,0.0
-1.1714891,-1.6629936,6.743743,united states army strategist,0.00036233531846816295,0.0
14.04566,-8.505407,-11.393723,research,0.0009585835169901472,0.0
20.799833,-11.546826,6.4477305,dbpedia,4.5564947278192986e-05,0.0
6.7096877,-7.7935643,-16.047783,inverse depth parametrization,0.00020390781063139203,0.0
-3.0179923,-0.39341453,-22.321125,binocular disparity,7.411036936908273e-05,0.0
-0.20874205,10.92787,17.117218,joseph conrad,7.867478601748175e-05,0.0
15.673269,-10.468181,3.8034332,w-shingling,7.867478601748175e-05,0.0
10.567207,15.439734,-5.0904284,psychiatry,0.00033551478241709316,0.0
-25.677279,1.7769353,0.40019876,cecam,0.00013201667550921718,0.0
11.91401,18.09908,-18.986738,xanthophore,0.0008538950439268236,0.0
-25.361284,-1.079267,-2.5026193,optical properties of water and ice,4.5564947278192986e-05,0.0
7.9830165,10.849285,-16.159332,world blind union,0.0010966474452988673,0.0
2.1262298,15.832187,14.204809,objectivism,0.00010195973728376501,0.0
14.342037,7.282276,12.825385,critical discourse analysis,0.0005142702112985529,0.0
-21.803888,-4.4416876,-9.90238,telescope,0.00019018913434974233,0.0
-10.28202,-9.567891,-9.648088,fourier inversion theorem,0.0004862843106368192,0.0
-8.260938,-13.703218,13.685353,information source (mathematics),0.000129934539473251,0.0
-5.878231,-1.641022,1.8808234,krener's theorem,0.00036262207999281164,0.0
-9.68808,-15.35392,22.388958,potts model,0.0002816362702982001,0.0
21.510025,13.15405,-7.4235053,spiritual ecology,8.741825134410853e-05,0.0
-15.518159,5.2254577,-9.661632,gnmx,0.00018691343347538542,0.0
-1.0287347,-25.495184,-3.1713362,geostatistics,0.00033461145839510883,0.0
0.16428073,-5.371381,14.993237,syntactic pattern recognition,0.000535696352679092,0.0
12.8593855,-2.0061595,-5.763319,metaheuristic,0.000141438311791245,0.0
-7.448535,3.8639543,6.293858,analog computer,0.0002782982171179385,0.0
5.028591,2.61875,16.11153,relation composition,0.0002782982171179385,0.0
-21.024523,-4.500494,-6.778029,microscope,5.098207260403732e-05,0.0
-19.987816,-6.4680724,3.8936846,shape analysis (digital geometry),5.098207260403732e-05,0.0
2.9185271,11.421836,6.529405,nodal organizational structure,0.0004123088085922014,0.0
8.010104,-1.6966561,17.051813,fo(.),0.00015553738356198258,0.0
-6.094833,16.531921,14.07797,vagueness,0.00028353938766476387,0.0
8.84013,-12.9663925,1.0166826,perceiver,0.00015553738356198258,0.0
-1.7867799,15.004097,-18.441933,bt.1886,0.000295219065184163,0.0
2.6873164,17.39135,18.23101,quantifier variance,0.00021942527760403935,0.0
7.0050845,11.011531,-0.86884636,nootropic,0.0001274233310930118,0.0
-18.827015,4.040133,-0.70096385,complex event processing,0.00010302335952835798,0.0
-12.165631,2.349121,-1.009327,electronic engineering,6.171385902240603e-05,0.0
9.661186,18.000828,2.3579528,vocal learning,5.4883007643264544e-05,0.0
-11.367626,5.6721826,-5.4835234,platform-based design,5.4883007643264544e-05,0.0
15.133522,-10.884312,-13.034906,open-source governance,6.011003905285927e-05,0.0
-1.5767907,10.794925,-26.674969,international society for photogrammetry and remote sensing,6.011003905285927e-05,0.0
16.970924,-3.4535656,10.2910385,automated essay scoring,6.011003905285927e-05,0.0
-21.120176,-5.5409,-14.285647,visual angle,6.011003905285927e-05,0.0
-8.985642,-21.442114,-8.115911,iconography of correlations,6.203613749073413e-05,0.0
-23.134157,3.9468153,6.7148156,gal's accurate tables,6.203613749073413e-05,0.0
0.7469382,15.269813,18.207737,whitehead's point-free geometry,0.00025889659456541095,0.0
18.085209,2.975902,18.209623,international english,5.7963875594423816e-05,0.0
6.8764377,20.083525,6.1563926,presentism (philosophy of time),5.7963875594423816e-05,0.0
20.251799,0.39877123,10.644005,second language acquisition,5.7963875594423816e-05,0.0
-3.974806,20.17918,-4.8133516,feraliminal lycanthropizer,5.7963875594423816e-05,0.0
-26.273626,-5.3399453,1.4828004,ritz method,5.3702426475003704e-05,0.0
-8.656869,-12.2010355,-21.643122,hemispherical photography,5.3702426475003704e-05,0.0
-13.319788,0.16130653,-5.6874557,y-δ transform,5.3702426475003704e-05,0.0
12.960918,13.076397,-6.1267405,biological psychiatry,0.00011781726116103505,0.0
7.3893657,16.01661,-18.352974,optometry and vision science,5.3702426475003704e-05,0.0
-2.1765087,12.108155,17.558933,modal operator,5.3702426475003704e-05,0.0
25.986647,-6.0855412,-0.38422376,public library,5.3702426475003704e-05,0.0
-13.523333,1.667416,15.766495,mind over matter,5.3702426475003704e-05,0.0
-7.196393,6.6828566,8.254848,sorites paradox,5.3702426475003704e-05,0.0
18.316345,3.404878,17.97814,special english,5.3702426475003704e-05,0.0
6.238461,0.5887124,-24.95417,frogpad,5.3702426475003704e-05,0.0
3.3842812,-17.308502,0.065890536,cluster-weighted modeling,5.3702426475003704e-05,0.0
-18.290508,14.054993,-7.5639205,massively parallel processor array,5.3702426475003704e-05,0.0
7.354173,5.706242,1.3746368,identity of indiscernibles,5.3702426475003704e-05,0.0
-15.100474,-17.356058,-6.9683075,summation,5.3702426475003704e-05,0.0
12.398223,-5.7536387,-28.25463,if i can dream (web series),6.203613749073413e-05,0.0
-7.0510225,5.246674,7.8611627,rough set,6.203613749073413e-05,0.0
7.354976,16.561499,-13.71763,interpretation (philosophy),5.660497981767257e-05,0.0
5.611837,-9.120293,-7.5859156,clinical guideline,5.660497981767257e-05,0.0
-9.804911,-18.139742,2.0030336,bayesian interpretation of regularization,5.660497981767257e-05,0.0
-14.524897,-14.838395,-3.5795574,modified half-normal distribution,5.660497981767257e-05,0.0
-2.9680834,-9.543296,24.473415,sparse graph code,5.660497981767257e-05,0.0
10.803919,-9.059371,9.86497,the cipo-model,5.660497981767257e-05,0.0
-10.995215,-9.816081,-10.25836,ngc 4622,7.781280868093208e-05,0.0
10.570535,12.331443,10.778926,internal model (motor control),7.781280868093208e-05,0.0
13.156678,21.215555,1.7699099,amplification (psychology),7.781280868093208e-05,0.0
-11.301984,12.16166,-0.26947987,glossary of computer hardware terms,7.781280868093208e-05,0.0
-1.876625,13.597639,-20.462421,kruithof curve,7.781280868093208e-05,0.0
20.352283,7.045806,-2.1736455,social psychology,7.781280868093208e-05,0.0
-17.142593,7.4128447,-5.6179957,intel mic,7.781280868093208e-05,0.0
10.020389,-21.556322,9.55223,web log analysis software,5.570491955449396e-05,0.0
14.775558,23.955143,-3.0955653,mismatch negativity,5.570491955449396e-05,0.0
-8.526981,17.66141,-6.7535877,rolling shutter,5.82428089538209e-05,0.0
12.683032,11.215859,-13.914329,computer processing of body language,9.330816595153749e-05,0.0
-7.3597336,15.385069,-5.891027,illusory motion,5.546977798956538e-05,0.0
22.304724,4.305192,13.072807,evolutionary psychology of language,5.546977798956538e-05,0.0
-8.640169,-10.422902,12.619571,molecular chaos,5.546977798956538e-05,0.0
-17.313704,-12.784697,-15.339474,ulf leonhardt,5.546977798956538e-05,0.0
-4.7790694,14.09914,18.242836,slingshot argument,5.546977798956538e-05,0.0
13.50597,15.10791,6.9305096,social emotions,5.546977798956538e-05,0.0
17.881254,0.548897,20.93122,interlinguistics,5.546977798956538e-05,0.0
-3.1621044,-17.948633,-8.649404,instance-based learning,8.996405283392604e-05,0.0
13.323559,-15.231132,9.134667,data warehouse,5.5361752447953406e-05,0.0
-1.7536547,17.927359,-10.264192,law of triviality,5.5361752447953406e-05,0.0
-0.2573501,10.706354,-26.090126,land change science,5.5361752447953406e-05,0.0
0.46843663,15.64434,-14.370853,dye-transfer process,5.5361752447953406e-05,0.0
16.363506,13.217927,-1.9216306,subjective well-being,5.5361752447953406e-05,0.0
-14.000559,10.16112,-15.829836,geforce 256,5.5361752447953406e-05,0.0
8.021704,5.523843,13.96337,computer-human interaction,0.0001241498021268434,0.0
14.317966,-19.257093,-5.7531657,preservation metadata,5.5361752447953406e-05,0.0
-13.059246,-12.277102,-10.717069,wavelet,9.500884598896215e-05,0.0
0.34472606,-15.510672,13.90836,multi-criteria decision making,5.5361752447953406e-05,0.0
14.743634,-14.269507,1.6901753,pachinko allocation,5.5361752447953406e-05,0.0
-1.289711,19.21086,-5.007529,infinity edge pool,5.5361752447953406e-05,0.0
-13.114498,8.321814,-15.11069,comparison of amd graphics processing units,5.5361752447953406e-05,0.0
2.6187172,-23.398987,14.132738,outcome measure,5.5361752447953406e-05,0.0
1.2632457,2.817374,-1.5132437,artificial brain,5.5361752447953406e-05,0.0
1.923418,-3.7617733,-13.830455,keyword spotting,5.5361752447953406e-05,0.0
8.036893,-0.72762346,-6.204166,mathematical model,5.5361752447953406e-05,0.0
9.804044,11.762359,-15.064517,susan r. barry,5.5361752447953406e-05,0.0
9.160493,-12.986287,-6.857533,shared vision planning,5.5361752447953406e-05,0.0
-18.972742,-8.503315,-13.433531,coherence theory (optics),5.5361752447953406e-05,0.0
-5.939212,19.420187,6.582681,counterfactual definiteness,5.5361752447953406e-05,0.0
-24.056597,-1.7328497,-2.0006697,standard parasitic exchange format,5.5361752447953406e-05,0.0
11.877918,20.483778,-2.4361672,mirrored-self misidentification,5.5361752447953406e-05,0.0
4.4036326,0.62758034,8.669822,metadata standards,9.53948805440608e-05,0.0
3.0629497,11.330348,6.3852234,idea,5.5361752447953406e-05,0.0
-6.256967,9.477881,14.286569,boolean algebras canonically defined,5.5361752447953406e-05,0.0
13.2309885,18.707626,-17.396471,walleye,5.5361752447953406e-05,0.0
-5.742156,-8.813989,28.732676,qam (television),5.5361752447953406e-05,0.0
26.806374,-5.8179116,-0.94930464,library anxiety,5.5361752447953406e-05,0.0
-5.278811,-8.875187,29.201004,atsc standards,5.5361752447953406e-05,0.0
-11.5224695,17.038864,14.905912,contradiction,5.5361752447953406e-05,0.0
-13.026443,-0.15097593,-5.9204273,series and parallel springs,5.5361752447953406e-05,0.0
12.406633,-6.817043,-10.287092,argumentum ad populum,5.5361752447953406e-05,0.0
12.905467,22.162554,-5.7669415,amygdalotomy,5.8246520280918416e-05,0.0
-11.544543,-16.649239,2.0480096,radial basis function interpolation,5.8246520280918416e-05,0.0
0.606864,-22.35184,-2.364729,intelligence cycle (target-centric approach),5.8246520280918416e-05,0.0
9.248961,-7.4230323,-2.2545037,socratic questioning,5.8246520280918416e-05,0.0
-3.7501996,-10.048641,-13.997738,blobitecture,5.8246520280918416e-05,0.0
10.279393,21.015715,10.071411,intentionality,5.7556492582088714e-05,0.0
16.834974,-2.8286862,-9.696059,cattell–horn–carroll theory,5.7556492582088714e-05,0.0
-30.257967,-5.5177484,2.4927192,extreme loading for structures,5.161261029381599e-05,0.0
-1.7574522,-20.288355,-12.433467,contour advection,5.161261029381599e-05,0.0
-23.51467,9.690278,-4.739607,software lockout,5.161261029381599e-05,0.0
-26.6254,-5.997236,0.8072954,movable cellular automata,5.170911377889867e-05,0.0
-5.1143374,-24.0089,9.997674,model predictive control,5.170911377889867e-05,0.0
3.7281973,22.914637,3.781397,catastrophic interference,5.170911377889867e-05,0.0
10.929182,18.297552,-3.2160501,cdr computerized assessment system,8.631141416487131e-05,0.0
13.138243,-19.176971,-0.8406489,blog scraping,5.443085757561671e-05,0.0
21.134546,-10.768918,6.662222,social semantic web,5.212566487195394e-05,0.0
-7.391527,-6.5634894,-18.135489,iso 13567,5.212566487195394e-05,0.0
16.055393,-4.219598,-5.261513,library of alexandria,5.212566487195394e-05,0.0
4.4838457,-1.0314181,8.233637,iso/iec 24744,5.212566487195394e-05,0.0
-17.85844,-11.365173,-7.300655,johnson-lindenstrauss lemma,5.212566487195394e-05,0.0
-7.883705,15.118438,-6.544601,signage,8.306156841178995e-05,0.0
-14.296963,9.279526,21.120283,poverty threshold,4.995172967250117e-05,0.0
0.30522016,-2.5558288,17.421705,method of analytic tableaux,4.995172967250117e-05,0.0
-8.301358,-12.703982,13.47763,maximal entropy random walk,0.0003032230271401868,0.0
-0.6830516,-25.618498,-3.1977293,spatial autocorrelation,0.00021802802041997213,0.0
3.621374,-14.905108,3.361218,regression analysis,0.00038594660749063426,0.0
-18.817007,5.0490193,-15.705273,comparison of nucleic acid simulation software,0.00038310485681540785,0.0
17.169107,-5.2351317,-8.486839,unconference,0.0001985846570216884,0.0
-8.158144,-10.93512,12.605758,maximum entropy spectral estimation,4.6484745541453386e-05,0.0
-2.4677136,-18.437025,-11.961221,duffing equation,0.0005297421083874131,0.0
1.5733874,6.7822747,16.696203,löwenheim number,0.00010476964924564955,0.0
-7.745909,-18.829275,-2.3426747,detrended correspondence analysis,4.6484745541453386e-05,0.0
9.000691,2.9774766,-10.429318,synthetic environment for analysis and simulations,0.00046807442715193336,0.0
15.441295,-9.02966,-6.5218797,collaborative innovation networks,6.090335776545604e-05,0.0
-3.016515,-11.650441,25.406647,parallel optical interface,6.090335776545604e-05,0.0
-7.0511875,-13.760025,20.320652,structural equation model,6.090335776545604e-05,0.0
-2.1947691,-9.100445,21.353563,turbo equalizer,6.090335776545604e-05,0.0
7.1702394,17.324736,13.712763,instrumental and value rationality,6.090335776545604e-05,0.0
-26.053162,-3.6760297,-1.4021761,scattering-matrix method,6.090335776545604e-05,0.0
1.5769811,-3.3476667,-13.216569,speech recognition software for linux,6.090335776545604e-05,0.0
-9.9173355,16.136671,11.5135,kleene algebra (with involution),6.090335776545604e-05,0.0
-3.1032984,-8.537129,19.935513,reed–solomon error correction,6.090335776545604e-05,0.0
-23.913977,2.7457416,8.308271,semicomputable function,6.090335776545604e-05,0.0
16.220634,8.66818,-17.065866,click tracking,6.090335776545604e-05,0.0
-2.2486327,-9.06522,21.262018,bcjr algorithm,6.090335776545604e-05,0.0
-2.1907778,-9.109488,21.307571,viterbi algorithm,6.090335776545604e-05,0.0
-1.8057282,-9.154717,1.3520348,basis function,6.090335776545604e-05,0.0
-12.7140255,13.0046625,14.524421,racetrack problem,6.090335776545604e-05,0.0
3.4388547,16.700691,10.520914,allegory of the cave,6.090335776545604e-05,0.0
12.426834,-11.576903,2.246558,normalized compression distance,6.090335776545604e-05,0.0
-18.315355,15.73442,-0.10506374,crossbar switch,6.090335776545604e-05,0.0
12.577768,-5.8764706,-27.824047,fly on the wall,6.090335776545604e-05,0.0
14.075899,-20.100374,-5.7495174,uvc-based preservation,6.090335776545604e-05,0.0
5.2922688,0.2432525,-25.74818,virtual retinal display,5.063320322527008e-05,0.0
3.5047143,20.733232,-17.127663,eskimo words for snow,5.063320322527008e-05,0.0
11.225492,16.749973,-3.0447726,neurolaw,5.063320322527008e-05,0.0
10.0515375,-22.361097,8.870599,website correlation,5.063320322527008e-05,0.0
3.3871086,-21.067675,8.511202,data lineage,5.063320322527008e-05,0.0
12.632044,-15.764873,-10.421306,wardrop equilibrium,8.484388674777322e-05,0.0
3.735058,-17.123928,-0.22903036,constrained clustering,0.0012597376384913446,0.0
14.326603,-19.35715,-4.8457913,slow fire,0.00015507201156400596,0.0
8.72606,-14.743662,-6.8940716,geographic profiling,5.063320322527008e-05,0.0
-25.130636,12.151704,3.5945508,z/architecture,5.063320322527008e-05,0.0
-21.12804,-5.514579,-14.287847,angular resolution,8.484388674777322e-05,0.0
13.046081,-10.990342,-10.095324,open energy system models,5.063320322527008e-05,0.0
-19.486034,-7.303599,-9.670599,denoising,8.157617770990284e-05,0.0
0.9727502,19.332285,-5.2142525,change blindness,5.063320322527008e-05,0.0
3.2428317,-10.31173,9.155761,blackboxing,5.063320322527008e-05,0.0
-25.681158,1.8885591,0.47360808,mathematical physics,7.850025206194429e-05,0.0
3.202283,-7.953284,-5.0515056,computer-aided simple triage,5.063320322527008e-05,0.0
-20.694374,-4.1515284,12.577607,international year of forests,4.5639028268356624e-05,0.0
-1.1254256,18.759237,-5.041307,closed-eye hallucination,7.873764370227344e-05,0.0
8.906045,-3.3998537,-25.639805,wearable computing,0.00010877909038911538,0.0
-4.9771767,12.402826,6.717335,function composition,0.00032063029599514704,0.0
3.0600345,-10.533981,9.194893,stimulus–response model,7.982081246395908e-05,0.0
-4.6635733,13.910398,18.241241,semantic theory of truth,7.873764370227344e-05,0.0
18.409554,3.473984,18.228033,e-prime,7.852542559958807e-05,0.0
-12.587663,2.5204082,5.3156753,symbolic dynamics,7.589156505481051e-05,0.0
10.643182,11.299465,9.9219055,social identity theory,0.00045006812996918247,0.0
20.646408,14.972317,-7.8074603,industrial ecology,7.589156505481051e-05,0.0
5.7470255,12.232385,-5.5148263,central nervous system disease,7.589156505481051e-05,0.0
3.219526,-1.1565485,24.935326,herbert fleischner,7.589156505481051e-05,0.0
-13.938536,0.9174491,8.008432,data compression,5.01922216113837e-05,0.0
-28.007462,-4.94217,2.1569214,finite element machine,5.01922216113837e-05,0.0
1.073407,5.0541196,16.050682,reductio ad absurdum,5.01922216113837e-05,0.0
-8.701024,0.41014832,15.688882,cross fluid,8.416311560570922e-05,0.0
-5.531896,-0.6462055,-22.705502,adjustment of observations,5.01922216113837e-05,0.0
6.848084,4.3426642,-2.81881,stephen grossberg,5.01922216113837e-05,0.0
11.05192,-17.994255,8.693769,semantic analytics,5.01922216113837e-05,0.0
8.194845,-1.716561,16.754097,commonsense knowledge (artificial intelligence),5.01922216113837e-05,0.0
-6.681298,15.963347,15.447431,half-truth,5.01922216113837e-05,0.0
-7.897636,-10.556845,-1.0570688,image retrieval,8.023366829822564e-05,0.0
21.275084,15.435945,-6.849841,sustainable development,5.01922216113837e-05,0.0
-3.0002239,0.26597372,-22.932499,xallarap,7.376542255449845e-05,0.0
9.238955,2.9800904,-10.184572,interactive online characters,5.01922216113837e-05,0.0
-2.8308022,-6.4575086,-12.18132,generative music,5.01922216113837e-05,0.0
-18.430199,-16.443834,9.15088,linear multistep method,0.00036441676942121695,0.0
2.779991,3.2801075,-4.2299957,budapest reference connectome,5.01922216113837e-05,0.0
18.671219,6.6642623,-14.667812,integrated marketing communications,0.00038232992117958264,0.0
-1.2733444,25.901075,-0.9622626,reactive inhibition,5.01922216113837e-05,0.0
11.571618,-7.027937,14.948078,low-code development platform,5.01922216113837e-05,0.0
-23.162464,14.83224,2.4567127,garbage collection (computer science),5.1775547867808004e-05,0.0
-21.959705,14.132475,2.6965203,pin control attack,5.1775547867808004e-05,0.0
-4.5934362,-6.340083,-20.295162,fusion3,5.1775547867808004e-05,0.0
-6.8558087,-19.316406,-2.5561528,principal component regression,5.1775547867808004e-05,0.0
21.69656,-5.268455,-7.7896385,polytely,8.549160924710543e-05,0.0
0.8926419,-4.5009136,26.151073,cheeger constant (graph theory),5.1775547867808004e-05,0.0
1.6344559,-9.634765,-19.953499,four-dimensional product,5.1239425865278726e-05,0.0
-1.3016114,-3.1524463,-19.025814,texture mapping,5.1239425865278726e-05,0.0
-8.687195,0.03583432,16.160213,exponential growth,5.1239425865278726e-05,0.0
3.0806017,4.7068944,-25.248436,haptic suit,5.1239425865278726e-05,0.0
10.414063,-6.6760273,-11.216704,nominal group technique,7.857196718153448e-05,0.0
12.8127985,11.162689,-13.839126,convergence micropsia,7.857196718153448e-05,0.0
-5.8980207,4.4739113,-12.422667,sound card mixer,4.693894957840544e-05,0.0
-20.712969,-6.367665,-11.795661,born–infeld model,0.0001999770259654611,0.0
-3.2395387,-9.50592,-13.581002,biomimicry,0.0006870945835640004,0.0
-2.6018064,-7.581172,-12.5112095,generative systems,0.00031205907945556306,0.0
-3.7151773,-7.028113,-12.709574,infinite compositions of analytic functions,0.00021485025715767836,0.0
-23.696651,9.6125345,-4.7694087,multi-core (computing),0.00016763180834305849,0.0
8.09763,-18.875761,3.2182534,association rule learning,0.000378144546913681,0.0
-8.461112,-0.89936227,3.4570496,coates graph,0.00021605138971224743,0.0
12.549534,-6.2186112,-27.991055,tinychat,8.238916710105353e-05,0.0
-21.741451,-2.0245361,-7.0314126,james clerk maxwell,0.00027207405128027703,0.0
14.5931,19.783619,-17.393488,cellulitis,0.0001563507539562653,0.0
-13.904702,-8.96805,-4.66099,stereophonic sound,0.00042556013826606923,0.0
12.941437,13.077644,-6.162995,developmental psychobiology,0.00014814343235029242,0.0
7.87873,9.262659,-6.5620427,motor skill,4.915638208911034e-05,0.0
1.0905203,5.0658126,16.048069,law of identity,4.915638208911034e-05,0.0
5.5198703,1.1312865,15.225671,datalog,4.915638208911034e-05,0.0
0.16331884,-5.39153,14.997828,example-based machine translation,4.915638208911034e-05,0.0
-10.105537,14.408031,-11.229551,comparison of pvr software packages,4.7074994987365906e-05,0.0
4.435283,4.037678,15.1973295,domain relational calculus,4.7074994987365906e-05,0.0
21.723747,-3.74164,5.1528087,linguatronic,4.7074994987365906e-05,0.0
3.371138,-14.546116,9.160921,inventory theory,4.695154509859781e-05,0.0
-0.026828444,24.07176,-2.3182797,stanley milgram,4.695154509859781e-05,0.0
-1.7721788,13.543893,-20.954037,brightness temperature,9.807744528757561e-05,0.0
1.4487389,-10.403052,-20.375902,digital twin,9.807744528757561e-05,0.0
-0.42918015,2.9291122,-16.539371,phone theme,4.695154509859781e-05,0.0
-22.080862,-6.70155,-12.039959,alpao,0.0003065813474091603,0.0
-7.118733,6.9739776,-4.023895,rule of thumb,0.00047565394416128516,0.0
1.701321,-4.0538588,-13.54638,dragon naturallyspeaking,0.00025460889634466464,0.0
-7.966115,-23.096426,10.547788,bang–bang control,0.0006385768399070017,0.0
-7.812177,7.297994,-4.540653,modular design,0.0004956417295768216,0.0
-14.079349,10.004531,-16.921326,vaapi,5.014261483274026e-05,0.0
-5.394081,3.1748962,-12.331372,wilhelm scream,9.865836714728414e-05,0.0
-0.5330752,21.319761,10.135628,george berkeley,5.014261483274026e-05,0.0
5.6514616,2.1543765,-25.492414,e-textiles,0.00013531940578120612,0.0
-4.1636014,8.173477,-11.361112,dynamic binaural recording,5.014261483274026e-05,0.0
-17.668032,-8.5106125,-7.208221,richardson–lucy deconvolution,0.00013272605991783732,0.0
-17.783829,7.286922,-6.1891456,torrenza,5.014261483274026e-05,0.0
-19.190556,6.9723053,-1.5212308,"single instruction, multiple threads",5.014261483274026e-05,0.0
-6.941909,-18.356571,-0.35350502,matrix norm,5.014261483274026e-05,0.0
16.045162,-9.907996,4.083787,name resolution (semantics and text extraction),8.297331720129138e-05,0.0
-21.653193,-4.7239075,-10.215661,active surface,5.014261483274026e-05,0.0
-25.733131,-7.2999344,2.911482,godunov's theorem,9.59300781899666e-05,0.0
-25.314026,-1.0672292,-2.4705603,codes for electromagnetic scattering by spheres,5.146991076505401e-05,0.0
4.838864,0.35837054,-26.221272,positioning technologies,5.146991076505401e-05,0.0
-20.575016,-5.7144985,-11.886249,fried parameter,5.146991076505401e-05,0.0
-0.44936195,2.956587,-16.542208,wiktionary:smart band,5.146991076505401e-05,0.0
